date,role,program,transport_mode,distance_km,travel_energy_kwh,travel_co2_kg,personal_computer_kwh,personal_computer_co2_kg,students_trained,lab_energy_kwh,total_daily_co2_kg
2025-04-28,Trainer,SkillsBuild,Flight,1324.9,662.45,198.73,0.24,0.2,52,1.04,199.78
2025-04-11,Trainer,SkillsBuild,Cab,30.42,7.61,3.65,0.24,0.2,48,0.96,4.63
2025-04-14,Trainer,Code Unnati,Taxi,23.92,6.46,3.11,0.24,0.2,49,0.98,4.11
2025-04-08,Trainer,TechSaksham,Taxi,86.53,23.36,11.25,0.24,0.2,47,0.94,12.22
2025-04-30,Trainer,Code Unnati,Taxi,54.62,14.75,7.1,0.24,0.2,54,1.08,8.18
2025-04-01,Trainer,SkillSaksham,Cab,41.17,10.29,4.94,0.24,0.2,55,1.1,6.04
2025-04-13,Trainer,SkillsBuild,Taxi,31.74,8.57,4.13,0.24,0.2,43,0.86,5.03
2025-04-20,Trainer,Code Unnati,Auto,25.74,5.15,2.32,0.24,0.2,51,1.02,3.35
2025-04-25,Trainer,SkillsBuild,Auto,77.64,15.53,6.99,0.24,0.2,45,0.9,7.92
2025-04-12,Trainer,Skills4Future,Auto,42.65,8.53,3.84,0.24,0.2,52,1.04,4.89
2025-04-17,Trainer,SkillsBuild,Taxi,89.24,24.1,11.6,0.24,0.2,44,0.88,12.52
2025-04-24,Trainer,SkillSaksham,Auto,74.62,14.92,6.72,0.24,0.2,51,1.02,7.75
2025-04-23,Trainer,TechSaksham,Cab,11.02,2.76,1.32,0.24,0.2,51,1.02,2.36
2025-04-22,Trainer,Code Unnati,Flight,1260.5,630.25,189.07,0.24,0.2,48,0.96,190.06
2025-04-07,Trainer,Code Unnati,Taxi,35.92,9.7,4.67,0.24,0.2,51,1.02,5.7
2025-04-09,Trainer,TechSaksham,Cab,30.94,7.74,3.71,0.24,0.2,43,0.86,4.62
2025-04-26,Trainer,TechSaksham,Cab,33.6,8.4,4.03,0.24,0.2,54,1.08,5.11
2025-04-15,Trainer,Skills4Future,Auto,12.03,2.41,1.08,0.24,0.2,46,0.92,2.03
2025-05-28,Trainer,SkillsBuild,Taxi,98.44,26.58,12.8,0.24,0.2,44,0.88,13.72
2025-05-01,Trainer,Code Unnati,Taxi,36.01,9.72,4.68,0.24,0.2,51,1.02,5.71
2025-05-10,Trainer,Skills4Future,Auto,30.76,6.15,2.77,0.24,0.2,45,0.9,3.7
2025-05-22,Trainer,TechSaksham,Taxi,64.83,17.5,8.43,0.24,0.2,41,0.82,9.3
2025-05-12,Trainer,Code Unnati,Taxi,22.46,6.06,2.92,0.24,0.2,60,1.2,4.1
2025-05-15,Trainer,Skills4Future,Flight,1008.73,504.36,151.31,0.24,0.2,59,1.18,152.47
2025-05-16,Trainer,TechSaksham,Taxi,55.47,14.98,7.21,0.24,0.2,45,0.9,8.15
2025-05-20,Trainer,Code Unnati,Cab,19.52,4.88,2.34,0.24,0.2,49,0.98,3.34
2025-05-13,Trainer,Code Unnati,Flight,1177.44,588.72,176.62,0.24,0.2,54,1.08,177.7
2025-05-06,Trainer,Skills4Future,Cab,39.68,9.92,4.76,0.24,0.2,55,1.1,5.86
2025-05-14,Trainer,SkillSaksham,Cab,37.78,9.44,4.53,0.24,0.2,44,0.88,5.45
2025-05-24,Trainer,TechSaksham,Cab,79.51,19.88,9.54,0.24,0.2,46,0.92,10.49
2025-05-31,Trainer,SkillsBuild,Cab,92.47,23.12,11.1,0.24,0.2,42,0.84,11.98
2025-05-25,Trainer,SkillSaksham,Taxi,59.84,16.16,7.78,0.24,0.2,50,1.0,8.8
2025-05-07,Trainer,SkillsBuild,Cab,84.7,21.17,10.16,0.24,0.2,47,0.94,11.13
2025-05-09,Trainer,SkillSaksham,Cab,38.33,9.58,4.6,0.24,0.2,47,0.94,5.57
2025-05-02,Trainer,SkillsBuild,Taxi,44.54,12.03,5.79,0.24,0.2,56,1.12,6.91
2025-06-11,Trainer,TechSaksham,Cab,95.36,23.84,11.44,0.24,0.2,49,0.98,12.44
2025-06-22,Trainer,SkillsBuild,Cab,67.81,16.95,8.14,0.24,0.2,52,1.04,9.19
2025-06-30,Trainer,SkillsBuild,Flight,1295.97,647.99,194.4,0.24,0.2,61,1.22,195.59
2025-06-24,Trainer,Code Unnati,Auto,29.93,5.99,2.69,0.24,0.2,41,0.82,3.56
2025-06-25,Trainer,Code Unnati,Taxi,55.95,15.11,7.27,0.24,0.2,45,0.9,8.21
2025-06-15,Trainer,SkillSaksham,Cab,70.36,17.59,8.44,0.24,0.2,43,0.86,9.34
2025-06-13,Trainer,SkillsBuild,Auto,70.89,14.18,6.38,0.24,0.2,51,1.02,7.41
2025-06-26,Trainer,Skills4Future,Cab,20.35,5.09,2.44,0.24,0.2,49,0.98,3.44
2025-06-27,Trainer,SkillSaksham,Cab,11.52,2.88,1.38,0.24,0.2,48,0.96,2.37
2025-06-20,Trainer,Skills4Future,Taxi,60.33,16.29,7.84,0.24,0.2,44,0.88,8.76
2025-06-07,Trainer,Skills4Future,Auto,56.83,11.37,5.11,0.24,0.2,51,1.02,6.15
2025-06-16,Trainer,Code Unnati,Auto,52.35,10.47,4.71,0.24,0.2,58,1.16,5.86
2025-06-21,Trainer,Skills4Future,Auto,43.96,8.79,3.96,0.24,0.2,49,0.98,4.96
2025-06-04,Trainer,SkillSaksham,Taxi,54.19,14.63,7.04,0.24,0.2,43,0.86,7.95
2025-06-19,Trainer,SkillsBuild,Taxi,42.13,11.37,5.48,0.24,0.2,45,0.9,6.41
2025-06-18,Trainer,SkillSaksham,Taxi,97.38,26.29,12.66,0.24,0.2,46,0.92,13.61
2025-06-29,Trainer,TechSaksham,Auto,90.74,18.15,8.17,0.24,0.2,59,1.18,9.33
2025-06-06,Trainer,SkillsBuild,Taxi,85.23,23.01,11.08,0.24,0.2,52,1.04,12.13
2025-07-02,Trainer,Skills4Future,Taxi,58.83,15.88,7.65,0.24,0.2,54,1.08,8.73
2025-07-03,Trainer,SkillsBuild,Cab,65.38,16.35,7.85,0.24,0.2,52,1.04,8.9
2025-07-30,Trainer,Code Unnati,Taxi,73.06,19.73,9.5,0.24,0.2,49,0.98,10.5
2025-07-31,Trainer,Code Unnati,Flight,875.42,437.71,131.31,0.24,0.2,56,1.12,132.43
2025-07-22,Trainer,Code Unnati,Taxi,97.69,26.38,12.7,0.24,0.2,53,1.06,13.77
2025-07-08,Trainer,TechSaksham,Cab,65.92,16.48,7.91,0.24,0.2,48,0.96,8.89
2025-07-16,Trainer,Skills4Future,Auto,10.94,2.19,0.98,0.24,0.2,44,0.88,1.9
2025-07-04,Trainer,Skills4Future,Taxi,78.32,21.15,10.18,0.24,0.2,46,0.92,11.13
2025-07-28,Trainer,Code Unnati,Cab,80.54,20.13,9.66,0.24,0.2,59,1.18,10.83
2025-07-21,Trainer,TechSaksham,Taxi,49.55,13.38,6.44,0.24,0.2,49,0.98,7.44
2025-07-25,Trainer,SkillsBuild,Taxi,57.68,15.57,7.5,0.24,0.2,51,1.02,8.53
2025-07-29,Trainer,TechSaksham,Cab,15.13,3.78,1.82,0.24,0.2,56,1.12,2.93
2025-07-17,Trainer,SkillSaksham,Auto,77.59,15.52,6.98,0.24,0.2,48,0.96,7.97
2025-07-13,Trainer,SkillsBuild,Cab,69.96,17.49,8.39,0.24,0.2,49,0.98,9.4
2025-07-06,Trainer,SkillSaksham,Cab,21.89,5.47,2.63,0.24,0.2,57,1.14,3.76
2025-07-12,Trainer,SkillsBuild,Cab,71.47,17.87,8.58,0.24,0.2,49,0.98,9.58
2025-07-01,Trainer,Code Unnati,Auto,51.92,10.38,4.67,0.24,0.2,52,1.04,5.72
2025-07-05,Trainer,SkillSaksham,Auto,74.21,14.84,6.68,0.24,0.2,49,0.98,7.68
2025-07-07,Trainer,TechSaksham,Auto,49.61,9.92,4.46,0.24,0.2,57,1.14,5.6
2025-07-19,Trainer,Skills4Future,Auto,49.81,9.96,4.48,0.24,0.2,51,1.02,5.52
2025-08-08,Trainer,Code Unnati,Auto,42.16,8.43,3.79,0.24,0.2,61,1.22,4.99
2025-08-09,Trainer,SkillsBuild,Cab,73.62,18.41,8.83,0.24,0.2,49,0.98,9.84
2025-08-24,Trainer,Skills4Future,Cab,41.86,10.46,5.02,0.24,0.2,45,0.9,5.96
2025-08-12,Trainer,TechSaksham,Taxi,32.76,8.85,4.26,0.24,0.2,42,0.84,5.14
2025-08-18,Trainer,SkillSaksham,Cab,55.1,13.78,6.61,0.24,0.2,48,0.96,7.6
2025-08-10,Trainer,Skills4Future,Taxi,74.64,20.15,9.7,0.24,0.2,43,0.86,10.61
2025-08-01,Trainer,TechSaksham,Auto,69.72,13.94,6.27,0.24,0.2,57,1.14,7.41
2025-08-15,Trainer,SkillsBuild,Cab,92.05,23.01,11.05,0.24,0.2,45,0.9,11.98
2025-08-27,Trainer,TechSaksham,Cab,96.7,24.18,11.6,0.24,0.2,52,1.04,12.65
2025-08-16,Trainer,TechSaksham,Auto,23.32,4.66,2.1,0.24,0.2,47,0.94,3.07
2025-08-25,Trainer,TechSaksham,Flight,1269.28,634.64,190.39,0.24,0.2,49,0.98,191.39
2025-08-06,Trainer,TechSaksham,Cab,48.93,12.23,5.87,0.24,0.2,55,1.1,6.97
2025-08-14,Trainer,Skills4Future,Flight,1214.07,607.03,182.11,0.24,0.2,54,1.08,183.19
2025-08-04,Trainer,SkillsBuild,Auto,15.31,3.06,1.38,0.24,0.2,53,1.06,2.44
2025-08-02,Trainer,TechSaksham,Auto,18.47,3.69,1.66,0.24,0.2,46,0.92,2.61
2025-08-19,Trainer,TechSaksham,Auto,97.11,19.42,8.74,0.24,0.2,58,1.16,9.89
2025-08-11,Trainer,Code Unnati,Auto,90.35,18.07,8.13,0.24,0.2,56,1.12,9.25
2025-08-05,Trainer,Code Unnati,Auto,23.79,4.76,2.14,0.24,0.2,48,0.96,3.13
2025-08-07,Trainer,Skills4Future,Flight,1182.64,591.32,177.4,0.24,0.2,49,0.98,178.4
2025-09-30,Trainer,Code Unnati,Auto,66.23,13.25,5.96,0.24,0.2,51,1.02,6.99
2025-09-22,Trainer,Code Unnati,Cab,62.6,15.65,7.51,0.24,0.2,50,1.0,8.53
2025-09-11,Trainer,Code Unnati,Auto,38.04,7.61,3.42,0.24,0.2,43,0.86,4.33
2025-09-13,Trainer,Skills4Future,Taxi,49.99,13.5,6.5,0.24,0.2,54,1.08,7.58
2025-09-14,Trainer,Skills4Future,Cab,35.48,8.87,4.26,0.24,0.2,57,1.14,5.39
2025-09-05,Trainer,SkillSaksham,Taxi,89.28,24.11,11.61,0.24,0.2,58,1.16,12.75
2025-09-09,Trainer,TechSaksham,Cab,48.76,12.19,5.85,0.24,0.2,55,1.1,6.95
2025-09-19,Trainer,TechSaksham,Cab,18.48,4.62,2.22,0.24,0.2,40,0.8,3.07
2025-09-10,Trainer,TechSaksham,Cab,28.66,7.16,3.44,0.24,0.2,54,1.08,4.52
2025-09-28,Trainer,SkillSaksham,Cab,73.01,18.25,8.76,0.24,0.2,47,0.94,9.73
2025-09-18,Trainer,SkillsBuild,Flight,1460.42,730.21,219.06,0.24,0.2,53,1.06,220.13
2025-09-02,Trainer,SkillsBuild,Taxi,32.57,8.79,4.23,0.24,0.2,43,0.86,5.14
2025-09-24,Trainer,SkillSaksham,Cab,37.98,9.49,4.56,0.24,0.2,49,0.98,5.56
2025-09-20,Trainer,Skills4Future,Flight,1067.59,533.8,160.14,0.24,0.2,52,1.04,161.19
2025-09-17,Trainer,Skills4Future,Cab,94.24,23.56,11.31,0.24,0.2,42,0.84,12.19
2025-09-27,Trainer,TechSaksham,Auto,16.48,3.3,1.48,0.24,0.2,49,0.98,2.48
2025-09-01,Trainer,Code Unnati,Auto,55.04,11.01,4.95,0.24,0.2,52,1.04,6.0
2025-09-21,Trainer,TechSaksham,Auto,11.67,2.33,1.05,0.24,0.2,46,0.92,2.0
2025-09-26,Trainer,Code Unnati,Cab,90.03,22.51,10.8,0.24,0.2,55,1.1,11.9
2025-10-14,Trainer,TechSaksham,Cab,45.4,11.35,5.45,0.24,0.2,42,0.84,6.33
2025-10-22,Trainer,TechSaksham,Auto,61.8,12.36,5.56,0.24,0.2,51,1.02,6.6
2025-10-11,Trainer,SkillSaksham,Cab,31.72,7.93,3.81,0.24,0.2,46,0.92,4.76
2025-10-24,Trainer,TechSaksham,Cab,17.1,4.28,2.05,0.24,0.2,52,1.04,3.1
2025-10-31,Trainer,Code Unnati,Cab,81.66,20.42,9.8,0.24,0.2,56,1.12,10.91
2025-10-27,Trainer,Code Unnati,Cab,64.08,16.02,7.69,0.24,0.2,54,1.08,8.77
2025-10-05,Trainer,Code Unnati,Cab,58.94,14.74,7.07,0.24,0.2,46,0.92,8.02
2025-10-03,Trainer,SkillsBuild,Cab,85.95,21.49,10.31,0.24,0.2,53,1.06,11.38
2025-10-21,Trainer,SkillSaksham,Cab,65.23,16.31,7.83,0.24,0.2,50,1.0,8.84
2025-10-08,Trainer,SkillsBuild,Auto,32.02,6.4,2.88,0.24,0.2,45,0.9,3.82
2025-10-30,Trainer,Skills4Future,Taxi,52.88,14.28,6.87,0.24,0.2,49,0.98,7.87
2025-10-06,Trainer,SkillsBuild,Cab,54.25,13.56,6.51,0.24,0.2,53,1.06,7.58
2025-10-15,Trainer,TechSaksham,Taxi,57.3,15.47,7.45,0.24,0.2,47,0.94,8.42
2025-10-23,Trainer,SkillsBuild,Taxi,35.02,9.46,4.55,0.24,0.2,55,1.1,5.65
2025-10-09,Trainer,Skills4Future,Taxi,19.29,5.21,2.51,0.24,0.2,48,0.96,3.49
2025-10-25,Trainer,SkillSaksham,Taxi,36.27,9.79,4.71,0.24,0.2,45,0.9,5.65
2025-10-29,Trainer,SkillSaksham,Auto,86.01,17.2,7.74,0.24,0.2,50,1.0,8.76
2025-10-04,Trainer,Skills4Future,Auto,90.29,18.06,8.13,0.24,0.2,53,1.06,9.19
2025-10-13,Trainer,Code Unnati,Flight,1349.73,674.87,202.46,0.24,0.2,49,0.98,203.46
2025-11-20,Trainer,SkillsBuild,Cab,26.2,6.55,3.14,0.24,0.2,53,1.06,4.21
2025-11-29,Trainer,TechSaksham,Cab,69.54,17.39,8.34,0.24,0.2,37,0.74,9.15
2025-11-28,Trainer,TechSaksham,Taxi,55.73,15.05,7.24,0.24,0.2,49,0.98,8.25
2025-11-21,Trainer,Code Unnati,Taxi,12.32,3.33,1.6,0.24,0.2,45,0.9,2.54
2025-11-11,Trainer,Skills4Future,Cab,82.94,20.74,9.95,0.24,0.2,54,1.08,11.04
2025-11-15,Trainer,Skills4Future,Auto,33.18,6.64,2.99,0.24,0.2,44,0.88,3.9
2025-11-18,Trainer,Skills4Future,Cab,92.3,23.08,11.08,0.24,0.2,49,0.98,12.08
2025-11-07,Trainer,Skills4Future,Cab,61.73,15.43,7.41,0.24,0.2,53,1.06,8.47
2025-11-04,Trainer,SkillsBuild,Cab,10.01,2.5,1.2,0.24,0.2,50,1.0,2.22
2025-11-03,Trainer,Code Unnati,Cab,55.16,13.79,6.62,0.24,0.2,48,0.96,7.6
2025-11-26,Trainer,TechSaksham,Auto,58.35,11.67,5.25,0.24,0.2,42,0.84,6.14
2025-11-09,Trainer,Code Unnati,Cab,17.29,4.32,2.07,0.24,0.2,59,1.18,3.24
2025-11-08,Trainer,Code Unnati,Auto,95.96,19.19,8.64,0.24,0.2,47,0.94,9.6
2025-11-16,Trainer,TechSaksham,Cab,61.79,15.45,7.42,0.24,0.2,56,1.12,8.53
2025-11-30,Trainer,SkillSaksham,Cab,10.08,2.52,1.21,0.24,0.2,44,0.88,2.13
2025-11-22,Trainer,SkillSaksham,Cab,91.26,22.82,10.95,0.24,0.2,49,0.98,11.95
2025-11-25,Trainer,SkillsBuild,Cab,84.86,21.21,10.18,0.24,0.2,57,1.14,11.31
2025-12-11,Trainer,SkillsBuild,Cab,75.73,18.93,9.09,0.24,0.2,52,1.04,10.14
2025-12-08,Trainer,Skills4Future,Auto,72.65,14.53,6.54,0.24,0.2,45,0.9,7.47
2025-12-17,Trainer,Code Unnati,Auto,44.48,8.9,4.0,0.24,0.2,58,1.16,5.15
2025-12-28,Trainer,Code Unnati,Auto,77.69,15.54,6.99,0.24,0.2,53,1.06,8.06
2025-12-09,Trainer,Skills4Future,Auto,85.13,17.03,7.66,0.24,0.2,67,1.34,8.96
2025-12-31,Trainer,SkillsBuild,Cab,97.23,24.31,11.67,0.24,0.2,44,0.88,12.59
2025-12-16,Trainer,Code Unnati,Taxi,89.46,24.15,11.63,0.24,0.2,48,0.96,12.61
2025-12-23,Trainer,SkillSaksham,Taxi,35.02,9.45,4.55,0.24,0.2,50,1.0,5.57
2025-12-18,Trainer,Code Unnati,Auto,99.31,19.86,8.94,0.24,0.2,43,0.86,9.84
2025-12-02,Trainer,SkillsBuild,Cab,13.24,3.31,1.59,0.24,0.2,46,0.92,2.54
2025-12-07,Trainer,SkillsBuild,Cab,99.09,24.77,11.89,0.24,0.2,56,1.12,13.01
2025-12-24,Trainer,SkillSaksham,Cab,27.57,6.89,3.31,0.24,0.2,48,0.96,4.29
2025-12-01,Trainer,Code Unnati,Auto,68.76,13.75,6.19,0.24,0.2,51,1.02,7.22
2025-12-19,Trainer,SkillsBuild,Auto,15.1,3.02,1.36,0.24,0.2,50,1.0,2.38
2025-12-29,Trainer,SkillsBuild,Cab,86.16,21.54,10.34,0.24,0.2,50,1.0,11.36
2025-12-22,Trainer,Skills4Future,Taxi,62.51,16.88,8.13,0.24,0.2,46,0.92,9.08
2025-12-05,Trainer,Skills4Future,Flight,1338.3,669.15,200.74,0.24,0.2,51,1.02,201.78
2025-12-20,Trainer,Code Unnati,Auto,51.15,10.23,4.6,0.24,0.2,52,1.04,5.65
2025-01-25,Trainer,SkillSaksham,Flight,987.27,493.64,148.09,0.24,0.2,43,0.86,148.99
2025-01-14,Trainer,SkillSaksham,Taxi,19.89,5.37,2.59,0.24,0.2,44,0.88,3.5
2025-01-19,Trainer,SkillSaksham,Cab,55.4,13.85,6.65,0.24,0.2,50,1.0,7.66
2025-01-28,Trainer,Code Unnati,Cab,26.16,6.54,3.14,0.24,0.2,48,0.96,4.12
2025-01-17,Trainer,SkillSaksham,Cab,86.98,21.74,10.44,0.24,0.2,49,0.98,11.44
2025-01-20,Trainer,SkillSaksham,Auto,74.96,14.99,6.75,0.24,0.2,47,0.94,7.71
2025-01-23,Trainer,Code Unnati,Cab,34.79,8.7,4.17,0.24,0.2,40,0.8,5.03
2025-01-04,Trainer,SkillsBuild,Cab,92.06,23.01,11.05,0.24,0.2,54,1.08,12.13
2025-01-26,Trainer,Skills4Future,Auto,20.51,4.1,1.85,0.24,0.2,58,1.16,2.99
2025-01-24,Trainer,TechSaksham,Cab,81.35,20.34,9.76,0.24,0.2,48,0.96,10.75
2025-01-02,Trainer,SkillsBuild,Cab,26.98,6.75,3.24,0.24,0.2,49,0.98,4.24
2025-01-03,Trainer,TechSaksham,Cab,77.54,19.39,9.31,0.24,0.2,50,1.0,10.32
2025-01-11,Trainer,SkillSaksham,Flight,1169.29,584.64,175.39,0.24,0.2,43,0.86,176.3
2025-01-31,Trainer,SkillSaksham,Cab,17.03,4.26,2.04,0.24,0.2,51,1.02,3.08
2025-01-06,Trainer,Code Unnati,Cab,99.33,24.83,11.92,0.24,0.2,55,1.1,13.02
2025-02-17,Trainer,Skills4Future,Cab,81.93,20.48,9.83,0.24,0.2,44,0.88,10.75
2025-02-22,Trainer,SkillSaksham,Cab,28.17,7.04,3.38,0.24,0.2,51,1.02,4.41
2025-02-02,Trainer,Code Unnati,Cab,79.08,19.77,9.49,0.24,0.2,56,1.12,10.6
2025-02-06,Trainer,Code Unnati,Auto,67.38,13.48,6.06,0.24,0.2,46,0.92,7.02
2025-02-10,Trainer,SkillsBuild,Auto,65.6,13.12,5.9,0.24,0.2,52,1.04,6.95
2025-02-01,Trainer,TechSaksham,Cab,56.69,14.17,6.8,0.24,0.2,44,0.88,7.72
2025-02-07,Trainer,SkillsBuild,Flight,1019.07,509.54,152.86,0.24,0.2,44,0.88,153.78
2025-02-28,Trainer,TechSaksham,Cab,91.41,22.85,10.97,0.24,0.2,53,1.06,12.04
2025-02-03,Trainer,TechSaksham,Cab,57.71,14.43,6.93,0.24,0.2,50,1.0,7.94
2025-02-26,Trainer,TechSaksham,Taxi,29.94,8.08,3.89,0.24,0.2,51,1.02,4.93
2025-02-18,Trainer,SkillsBuild,Taxi,54.42,14.69,7.07,0.24,0.2,55,1.1,8.17
2025-02-09,Trainer,SkillsBuild,Cab,82.47,20.62,9.9,0.24,0.2,41,0.82,10.77
2025-02-13,Trainer,SkillSaksham,Taxi,81.92,22.12,10.65,0.24,0.2,50,1.0,11.67
2025-02-25,Trainer,Code Unnati,Cab,83.21,20.8,9.98,0.24,0.2,46,0.92,10.94
2025-02-24,Trainer,Code Unnati,Taxi,48.14,13.0,6.26,0.24,0.2,59,1.18,7.42
2025-02-08,Trainer,SkillSaksham,Flight,1327.24,663.62,199.09,0.24,0.2,58,1.16,200.23
2025-02-15,Trainer,Code Unnati,Cab,91.63,22.91,11.0,0.24,0.2,53,1.06,12.06
2025-02-19,Trainer,SkillsBuild,Cab,37.16,9.29,4.46,0.24,0.2,49,0.98,5.46
2025-02-14,Trainer,Code Unnati,Taxi,85.0,22.95,11.05,0.24,0.2,57,1.14,12.18
2025-02-20,Trainer,TechSaksham,Taxi,41.88,11.31,5.44,0.24,0.2,51,1.02,6.48
2025-03-30,Trainer,Skills4Future,Taxi,72.67,19.62,9.45,0.24,0.2,46,0.92,10.4
2025-03-08,Trainer,SkillSaksham,Flight,926.96,463.48,139.04,0.24,0.2,42,0.84,139.93
2025-03-03,Trainer,Skills4Future,Cab,82.99,20.75,9.96,0.24,0.2,32,0.64,10.68
2025-03-13,Trainer,TechSaksham,Auto,11.86,2.37,1.07,0.24,0.2,57,1.14,2.2
2025-03-25,Trainer,TechSaksham,Auto,84.83,16.97,7.64,0.24,0.2,47,0.94,8.6
2025-03-14,Trainer,TechSaksham,Cab,43.4,10.85,5.21,0.24,0.2,51,1.02,6.24
2025-03-04,Trainer,Code Unnati,Auto,76.35,15.27,6.87,0.24,0.2,45,0.9,7.81
2025-03-10,Trainer,SkillsBuild,Taxi,68.87,18.59,8.95,0.24,0.2,50,1.0,9.97
2025-03-18,Trainer,Code Unnati,Auto,24.45,4.89,2.2,0.24,0.2,52,1.04,3.25
2025-03-29,Trainer,TechSaksham,Cab,56.81,14.2,6.82,0.24,0.2,42,0.84,7.7
2025-03-05,Trainer,SkillsBuild,Auto,86.13,17.23,7.75,0.24,0.2,49,0.98,8.75
2025-03-24,Trainer,SkillSaksham,Cab,46.88,11.72,5.63,0.24,0.2,44,0.88,6.54
2025-03-09,Trainer,Skills4Future,Cab,41.19,10.3,4.94,0.24,0.2,45,0.9,5.88
2025-03-21,Trainer,SkillsBuild,Taxi,30.2,8.15,3.93,0.24,0.2,45,0.9,4.86
2025-03-15,Trainer,Code Unnati,Taxi,40.21,10.86,5.23,0.24,0.2,52,1.04,6.28
2025-03-20,Trainer,Skills4Future,Cab,72.14,18.04,8.66,0.24,0.2,44,0.88,9.58
2025-03-31,Trainer,SkillSaksham,Auto,84.01,16.8,7.56,0.24,0.2,51,1.02,8.59
2025-04-06,Trainer,Skills4Future,Flight,1032.94,516.47,154.94,0.24,0.2,56,1.12,156.06
2025-04-09,Trainer,TechSaksham,Auto,72.33,14.47,6.51,0.24,0.2,54,1.08,7.59
2025-04-16,Trainer,SkillSaksham,Cab,28.89,7.22,3.47,0.24,0.2,43,0.86,4.37
2025-04-14,Trainer,Skills4Future,Cab,36.29,9.07,4.35,0.24,0.2,52,1.04,5.4
2025-04-08,Trainer,SkillsBuild,Cab,44.34,11.09,5.32,0.24,0.2,46,0.92,6.27
2025-04-15,Trainer,Skills4Future,Taxi,88.57,23.91,11.51,0.24,0.2,52,1.04,12.56
2025-04-29,Trainer,SkillSaksham,Taxi,24.28,6.56,3.16,0.24,0.2,51,1.02,4.19
2025-04-01,Trainer,SkillSaksham,Cab,57.33,14.33,6.88,0.24,0.2,44,0.88,7.8
2025-04-07,Trainer,Code Unnati,Taxi,47.89,12.93,6.23,0.24,0.2,51,1.02,7.26
2025-04-25,Trainer,TechSaksham,Cab,12.4,3.1,1.49,0.24,0.2,42,0.84,2.37
2025-04-23,Trainer,Code Unnati,Flight,894.29,447.15,134.14,0.24,0.2,42,0.84,135.03
2025-04-04,Trainer,Code Unnati,Taxi,50.95,13.76,6.62,0.24,0.2,44,0.88,7.54
2025-04-30,Trainer,SkillSaksham,Auto,43.44,8.69,3.91,0.24,0.2,41,0.82,4.78
2025-04-11,Trainer,SkillsBuild,Auto,43.85,8.77,3.95,0.24,0.2,45,0.9,4.88
2025-04-02,Trainer,TechSaksham,Taxi,18.52,5.0,2.41,0.24,0.2,44,0.88,3.33
2025-04-21,Trainer,TechSaksham,Auto,67.61,13.52,6.09,0.24,0.2,53,1.06,7.15
2025-05-08,Trainer,SkillsBuild,Cab,93.04,23.26,11.16,0.24,0.2,52,1.04,12.21
2025-05-25,Trainer,SkillsBuild,Flight,1288.99,644.5,193.35,0.24,0.2,48,0.96,194.33
2025-05-09,Trainer,TechSaksham,Cab,22.27,5.57,2.67,0.24,0.2,43,0.86,3.57
2025-05-05,Trainer,SkillsBuild,Taxi,24.9,6.72,3.24,0.24,0.2,45,0.9,4.17
2025-05-17,Trainer,SkillSaksham,Auto,72.53,14.51,6.53,0.24,0.2,53,1.06,7.59
2025-05-06,Trainer,Code Unnati,Cab,76.71,19.18,9.21,0.24,0.2,51,1.02,10.24
2025-05-19,Trainer,Code Unnati,Taxi,58.13,15.7,7.56,0.24,0.2,55,1.1,8.66
2025-05-26,Trainer,TechSaksham,Cab,23.41,5.85,2.81,0.24,0.2,46,0.92,3.76
2025-05-01,Trainer,Skills4Future,Auto,20.23,4.05,1.82,0.24,0.2,50,1.0,2.84
2025-05-16,Trainer,TechSaksham,Cab,60.17,15.04,7.22,0.24,0.2,41,0.82,8.09
2025-05-07,Trainer,Skills4Future,Flight,1154.88,577.44,173.23,0.24,0.2,53,1.06,174.3
2025-05-29,Trainer,Code Unnati,Taxi,80.66,21.78,10.49,0.24,0.2,44,0.88,11.4
2025-05-20,Trainer,SkillSaksham,Cab,78.11,19.53,9.37,0.24,0.2,46,0.92,10.32
2025-05-13,Trainer,TechSaksham,Taxi,50.49,13.63,6.56,0.24,0.2,48,0.96,7.55
2025-05-22,Trainer,TechSaksham,Cab,11.02,2.75,1.32,0.24,0.2,50,1.0,2.34
2025-05-31,Trainer,TechSaksham,Cab,96.12,24.03,11.53,0.24,0.2,55,1.1,12.63
2025-05-15,Trainer,SkillsBuild,Auto,37.25,7.45,3.35,0.24,0.2,51,1.02,4.39
2025-06-07,Trainer,SkillsBuild,Flight,1271.3,635.65,190.69,0.24,0.2,51,1.02,191.73
2025-06-18,Trainer,Skills4Future,Cab,54.4,13.6,6.53,0.24,0.2,42,0.84,7.41
2025-06-08,Trainer,SkillSaksham,Taxi,10.99,2.97,1.43,0.24,0.2,49,0.98,2.43
2025-06-10,Trainer,TechSaksham,Cab,22.19,5.55,2.66,0.24,0.2,58,1.16,3.81
2025-06-19,Trainer,SkillSaksham,Auto,50.28,10.06,4.53,0.24,0.2,53,1.06,5.59
2025-06-04,Trainer,Code Unnati,Cab,90.14,22.53,10.82,0.24,0.2,43,0.86,11.72
2025-06-24,Trainer,TechSaksham,Taxi,78.79,21.27,10.24,0.24,0.2,49,0.98,11.24
2025-06-11,Trainer,Skills4Future,Cab,36.58,9.15,4.39,0.24,0.2,59,1.18,5.55
2025-06-21,Trainer,SkillSaksham,Cab,78.22,19.56,9.39,0.24,0.2,51,1.02,10.42
